employer_name;reviews_count;culture_count;salaries_count;benefits_count;employer_website;employer_headquarters;employer_founded;employer_industry;employer_revenue;url;geral;cultura_e_valores;diversidade_e_inclusão;qualidade_de_vida;alta_liderança;remuneração_e_benefícios;oportunidades_de_carreira;recomendam_para_outras_pessoas;perspectiva_positiva_da_empresa;segmento;nome;match_percent;nome_normalizado;cnpj;Nome_Bancos;ano;trimestre;categoria;tipo;instituição_financeira;índice;quantidade_de_reclamações_reguladas_procedentes;quantidade_de_reclamações_reguladas___outras;quantidade_de_reclamações_não_reguladas;quantidade_total_de_reclamações;quantidade_total_de_clientes__ccs_e_scr;quantidade_de_clientes__ccs;quantidade_de_clientes__scr
Merrill Lynch;5600;1200;9900;1200;http://www.ml.com;New York, Estados Unidos;1820.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Merrill-Lynch-EI_IE440.13,26.htm;3.8;3.6;3.9;3.5;3.5;3.8;3.8;66.0;61.0;S3;BOFA MERRILL LYNCH;84;BOFAMERRILLLYNCH;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BOFA MERRILL LYNCH (conglomerado); ;0;2;0;2;4928;4923;122
Morgan Stanley;17000;4600;33000;4800;http://www.morganstanley.com;New York, Estados Unidos;1935.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Morgan-Stanley-EI_IE2282.13,27.htm;4.0;4.0;4.1;3.6;3.7;3.7;3.9;81.0;76.0;S3;MORGAN STANLEY;100;MORGANSTANLEY;02801938;MORGAN STANLEY - PRUDENCIAL;;;;;;;;;;;;;
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2021;1º;Top 10;Conglomerado;SANTANDER (conglomerado);31,38;1611;3279;1706;6596;51331984;42880457;25493933
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado;SANTANDER (conglomerado);28,88;1514;3182;2032;6728;52415407;43972399;26478061
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado;SANTANDER (conglomerado);29,19;1558;3646;2031;7235;53358153;45593473;25859687
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SANTANDER (conglomerado);24,58;1397;3086;1638;6121;56812607;49729206;25807189
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SANTANDER (conglomerado);27,37;1589;3015;1509;6113;58048730;51261246;26074237
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SANTANDER (conglomerado);28,54;1740;3409;1463;6612;60961566;54709213;25435633
Santander;17000;5900;29000;5100;http://www.santandercareers.com;Madrid, Espanha;1856.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm;3.9;3.7;4.0;3.4;3.4;4.0;3.8;75.0;65.0;S1;SANTANDER;100;SANTANR;90400888;SANTANDER - PRUDENCIAL;2022;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SANTANDER (conglomerado);21,05;1306;3441;1271;6018;62028657;55990014;25546690
Sicredi;2900;1300;4800;1100;http://www.sicredi.com.br;Porto Alegre, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm;4.4;4.4;4.2;4.3;3.9;4.1;4.1;89.0;80.0;S3;SICREDI;100;SII;01181521;SICREDI - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;SICREDI (conglomerado); ;0;0;1;1;5562671;5541402;177298
Sicredi;2900;1300;4800;1100;http://www.sicredi.com.br;Porto Alegre, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm;4.4;4.4;4.2;4.3;3.9;4.1;4.1;89.0;80.0;S3;SICREDI;100;SII;01181521;SICREDI - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;SICREDI (conglomerado); ;0;0;4;4;5841394;5821054;180304
Sicredi;2900;1300;4800;1100;http://www.sicredi.com.br;Porto Alegre, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm;4.4;4.4;4.2;4.3;3.9;4.1;4.1;89.0;80.0;S3;SICREDI;100;SII;01181521;SICREDI - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;SICREDI (conglomerado); ;0;0;2;2;6101332;6080485;187051
Sicredi;2900;1300;4800;1100;http://www.sicredi.com.br;Porto Alegre, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm;4.4;4.4;4.2;4.3;3.9;4.1;4.1;89.0;80.0;S3;SICREDI;100;SII;01181521;SICREDI - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SICREDI (conglomerado); ;0;1;0;1;6566416;6545001;198969
Sicredi;2900;1300;4800;1100;http://www.sicredi.com.br;Porto Alegre, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm;4.4;4.4;4.2;4.3;3.9;4.1;4.1;89.0;80.0;S3;SICREDI;100;SII;01181521;SICREDI - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SICREDI (conglomerado); ;0;4;5;9;7148115;7126236;210908
Sicredi;2900;1300;4800;1100;http://www.sicredi.com.br;Porto Alegre, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm;4.4;4.4;4.2;4.3;3.9;4.1;4.1;89.0;80.0;S3;SICREDI;100;SII;01181521;SICREDI - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SICREDI (conglomerado); ;0;0;1;1;7410928;7388472;219552
Société Générale;11000;3400;16000;2800;http://www.societegenerale.com;Paris, França;1864.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-EI_IE10350.13,29.htm;3.7;3.7;3.9;3.9;3.3;3.3;3.5;75.0;55.0;S3;SOCIETE GENERALE;86;SOCIETEGENERALE;61533584;SOCIETE GENERALE - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;SOCIETE GENERALE (conglomerado); ;0;1;0;1;670;552;161
Société Générale;11000;3400;16000;2800;http://www.societegenerale.com;Paris, França;1864.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-EI_IE10350.13,29.htm;3.7;3.7;3.9;3.9;3.3;3.3;3.5;75.0;55.0;S3;SOCIETE GENERALE;86;SOCIETEGENERALE;61533584;SOCIETE GENERALE - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;SOCIETE GENERALE (conglomerado); ;0;1;0;1;534;418;159
Société Générale;11000;3400;16000;2800;http://www.societegenerale.com;Paris, França;1864.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-EI_IE10350.13,29.htm;3.7;3.7;3.9;3.9;3.3;3.3;3.5;75.0;55.0;S3;SOCIETE GENERALE;86;SOCIETEGENERALE;61533584;SOCIETE GENERALE - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SOCIETE GENERALE (conglomerado); ;1;1;1;3;480;375;154
Société Générale;11000;3400;16000;2800;http://www.societegenerale.com;Paris, França;1864.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-EI_IE10350.13,29.htm;3.7;3.7;3.9;3.9;3.3;3.3;3.5;75.0;55.0;S3;SOCIETE GENERALE;86;SOCIETEGENERALE;61533584;SOCIETE GENERALE - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SOCIETE GENERALE (conglomerado); ;0;1;0;1;428;341;137
Apex Group;432;271;561;74;http://www.apexgroup.com;Hamilton, Bermuda;2003.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Apex-Group-EI_IE764729.13,23.htm;3.2;2.9;3.4;3.0;2.9;2.7;3.2;50.0;52.0;S3;APE POUPEX;70;APEPOUPEX;00655522;APE POUPEX;;;;;;;;;;;;;
Apex Group;450;281;592;74;http://www.apexgroup.com;Hamilton, Bermuda;2003.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Apex-Group-EI_IE764729.13,23.htm;3.2;2.9;3.5;3.0;2.9;2.7;3.2;52.0;53.0;S3;APE POUPEX;70;APEPOUPEX;00655522;APE POUPEX;;;;;;;;;;;;;
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;1º;Grupo Secundário;Conglomerado;CCB (conglomerado); ;10;126;15;151;224649;3762;221472
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;2º;Demais bancos e financeiras;Conglomerado;CCB (conglomerado); ;7;111;11;129;216849;3711;213723
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;3º;Demais bancos e financeiras;Conglomerado;CCB (conglomerado); ;24;122;14;160;205490;3702;202355
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;15;101;8;124;194385;3704;191219
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;5;68;10;83;183466;3623;180307
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;4;68;11;83;160508;3521;157408
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;2.9;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;5;35;2;42;153165;3352;150213
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;1º;Grupo Secundário;Conglomerado;CCB (conglomerado); ;10;126;15;151;224649;3762;221472
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;2º;Demais bancos e financeiras;Conglomerado;CCB (conglomerado); ;7;111;11;129;216849;3711;213723
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;3º;Demais bancos e financeiras;Conglomerado;CCB (conglomerado); ;24;122;14;160;205490;3702;202355
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;15;101;8;124;194385;3704;191219
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;5;68;10;83;183466;3623;180307
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;4;68;11;83;160508;3521;157408
China Construction Bank;871;194;720;240;http://www.ccb.com;Pequim, China;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm;3.4;3.0;3.0;3.4;2.9;3.5;2.8;54.0;42.0;S3;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;77;CHINACONSTRUCTIONS/;07450604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CCB (conglomerado); ;5;35;2;42;153165;3352;150213
Mercedes-Benz Mobility;282;90;513;118;https://www.mercedes-benz-mobility.com/de/karriere/;Estugarda, Alemanha;1990.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm;4.1;4.1;4.0;4.4;3.8;4.0;3.6;86.0;56.0;S3;MERCEDES-BENZ;73;MERCESBENZ;60814191;MERCEDES-BENZ - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;MERCEDES-BENZ (conglomerado); ;1;0;4;5;20651;252;20473
Mercedes-Benz Mobility;282;90;513;118;https://www.mercedes-benz-mobility.com/de/karriere/;Estugarda, Alemanha;1990.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm;4.1;4.1;4.0;4.4;3.8;4.0;3.6;86.0;56.0;S3;MERCEDES-BENZ;73;MERCESBENZ;60814191;MERCEDES-BENZ - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;MERCEDES-BENZ (conglomerado); ;0;0;6;6;20275;298;20052
Mercedes-Benz Mobility;282;90;513;118;https://www.mercedes-benz-mobility.com/de/karriere/;Estugarda, Alemanha;1990.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm;4.1;4.1;4.0;4.4;3.8;4.0;3.6;86.0;56.0;S3;MERCEDES-BENZ;73;MERCESBENZ;60814191;MERCEDES-BENZ - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;MERCEDES-BENZ (conglomerado); ;0;1;1;2;20203;341;19944
Mercedes-Benz Mobility;282;90;513;118;https://www.mercedes-benz-mobility.com/de/karriere/;Estugarda, Alemanha;1990.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm;4.1;4.1;4.0;4.4;3.8;4.0;3.6;86.0;56.0;S3;MERCEDES-BENZ;73;MERCESBENZ;60814191;MERCEDES-BENZ - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;MERCEDES-BENZ (conglomerado); ;2;0;0;2;19881;406;19557
Mercedes-Benz Mobility;282;90;513;118;https://www.mercedes-benz-mobility.com/de/karriere/;Estugarda, Alemanha;1990.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm;4.1;4.1;4.0;4.4;3.8;4.0;3.6;86.0;56.0;S3;MERCEDES-BENZ;73;MERCESBENZ;60814191;MERCEDES-BENZ - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;MERCEDES-BENZ (conglomerado); ;0;0;1;1;19627;409;19300
Mercedes-Benz Mobility;282;90;513;118;https://www.mercedes-benz-mobility.com/de/karriere/;Estugarda, Alemanha;1990.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm;4.1;4.1;4.0;4.4;3.8;4.0;3.6;86.0;56.0;S3;MERCEDES-BENZ;73;MERCESBENZ;60814191;MERCEDES-BENZ - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;MERCEDES-BENZ (conglomerado); ;3;3;5;11;19302;413;18971
