employer_name;reviews_count;culture_count;salaries_count;benefits_count;employer_website;employer_headquarters;employer_founded;employer_industry;employer_revenue;url;geral;cultura_e_valores;diversidade_e_inclusão;qualidade_de_vida;alta_liderança;remuneração_e_benefícios;oportunidades_de_carreira;recomendam_para_outras_pessoas;perspectiva_positiva_da_empresa;segmento;nome;match_percent;nome_normalizado;cnpj;Nome_Bancos;ano;trimestre;categoria;tipo;instituição_financeira;índice;quantidade_de_reclamações_reguladas_procedentes;quantidade_de_reclamações_reguladas___outras;quantidade_de_reclamações_não_reguladas;quantidade_total_de_reclamações;quantidade_total_de_clientes__ccs_e_scr;quantidade_de_clientes__ccs;quantidade_de_clientes__scr
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2021;1º;Grupo Secundário;Banco/financeira;BANCO SEMEAR S.A.; ;4;0;1;5;290731;2996;287950
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO SEMEAR S.A.; ;3;4;2;9;282882;3185;279988
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO SEMEAR S.A.; ;2;2;0;4;270979;3638;267795
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO SEMEAR S.A.; ;5;2;2;9;288254;4042;284806
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO SEMEAR S.A.; ;0;2;1;3;311109;4418;307467
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO SEMEAR S.A.; ;4;14;2;20;315587;6155;310457
;;;;;;;;;;;;;;;;;;;;;;;;00795423;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO SEMEAR S.A.; ;0;5;2;7;312515;7354;306394
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2021;1º;Grupo Secundário;Banco/financeira;BANCO SENFF S.A.; ;8;12;2;22;77251;106;77156
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO SENFF S.A.; ;4;12;4;20;89047;15993;73551
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO SENFF S.A.; ;1;4;1;6;109166;40042;70102
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO SENFF S.A.; ;3;1;1;5;158470;87682;72863
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SENFF (conglomerado); ;1;1;2;4;193066;116106;80555
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SENFF (conglomerado); ;8;10;8;26;263286;159789;108625
;;;;;;;;;;;;;;;;;;;;;;;;11970623;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;SENFF (conglomerado); ;5;10;7;22;474751;185243;338115
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2021;1º;Grupo Secundário;Banco/financeira;BANCO TOPÁZIO S.A.; ;1;4;1;6;35261;16292;21125
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO TOPÁZIO S.A.; ;6;3;1;10;36623;15733;22906
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO TOPÁZIO S.A.; ;4;5;2;11;43686;15291;30304
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TOPÁZIO S.A.; ;5;8;0;13;16284;15063;3043
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TOPÁZIO S.A.; ;1;2;2;5;13722;12530;2947
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TOPÁZIO S.A.; ;7;14;2;23;12749;11617;2803
;;;;;;;;;;;;;;;;;;;;;;;;07679404;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TOPÁZIO S.A.; ;4;7;4;15;12744;11638;2727
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2021;1º;Grupo Secundário;Banco/financeira;BANCO TOYOTA DO BRASIL S.A.; ;0;0;1;1;164435;15283;150113
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO TOYOTA DO BRASIL S.A.; ;4;1;8;13;159896;15262;145562
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO TOYOTA DO BRASIL S.A.; ;1;4;3;8;155981;15264;141643
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;2;5;6;13;152990;15267;138627
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;2;5;6;13;151938;15265;137558
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;4;6;18;28;154520;15261;140131
;;;;;;;;;;;;;;;;;;;;;;;;03215790;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;0;4;6;10;155246;15260;140846
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2021;1º;Grupo Secundário;Banco/financeira;BANCO TRIANGULO S.A.; ;3;8;16;27;1953437;248674;1790932
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO TRIANGULO S.A.; ;15;3;10;28;1995911;293864;1829315
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO TRIANGULO S.A.; ;10;15;6;31;2025332;439855;1847196
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TRIANGULO S.A.; ;10;15;15;40;1977611;565322;1791767
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TRIANGULO S.A.; ;11;21;11;43;1938394;633710;1737249
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TRIANGULO S.A.; ;8;24;10;42;1740049;679997;1431577
;;;;;;;;;;;;;;;;;;;;;;;;17351180;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TRIANGULO S.A.; ;7;18;8;33;1744811;687146;1404832
;;;;;;;;;;;;;;;;;;;;;;;;57839805;;2021;1º;Grupo Secundário;Banco/financeira;BANCO TRICURY S.A.; ;0;1;1;2;685;666;149
;;;;;;;;;;;;;;;;;;;;;;;;57839805;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO TRICURY S.A.; ;0;0;1;1;972;958;152
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2021;1º;Grupo Secundário;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;1;4;71736;65584;11640
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2021;2º;Demais bancos e financeiras;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;3;5;10;75187;69362;11217
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2021;3º;Demais bancos e financeiras;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;2;3;7;76719;70930;16272
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;0;2;6;59274;54298;15589
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;0;2;60157;54810;13824
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;6;4;2;12;58790;53422;14080
;;;;;;;;;;;;;;;;;;;;;;;;09313766;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;5;1;8;59548;54218;13701
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2021;1º;Grupo Secundário;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;620,55;70;151;3;224;112802;664;112141
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2021;2º;Demais bancos e financeiras;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;555,73;89;269;19;377;160147;667;159483
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2021;3º;Demais bancos e financeiras;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;458,43;131;272;25;428;285752;681;285077
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;339,53;156;415;31;602;459457;682;458779
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;134,16;75;258;20;353;559026;682;558350
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;113,04;79;169;14;262;698817;686;698139
;;;;;;;;;;;;;;;;;;;;;;;;15581638;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;396,37;352;257;67;676;888045;686;887367
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2021;1º;Grupo Secundário;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;87041;1715;85381
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2021;2º;Demais bancos e financeiras;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;4;6;85499;1689;83865
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2021;3º;Demais bancos e financeiras;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;4;5;85526;1653;83930
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;3;6;9;85821;1630;84240
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;1;2;85967;1623;84383
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;4;4;9;84947;1591;83394
;;;;;;;;;;;;;;;;;;;;;;;;00411939;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;1;3;83736;1578;82190
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2021;1º;Grupo Secundário;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;2;3;7;49879; ;49879
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2021;2º;Demais bancos e financeiras;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;4;8;14;51049; ;51049
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2021;3º;Demais bancos e financeiras;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;6;1;7;52001; ;52001
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;4;3;7;53834; ;53834
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;5;4;9;57183; ;57183
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;8;7;16;60558; ;60558
;;;;;;;;;;;;;;;;;;;;;;;;04230630;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;5;5;10;60391; ;60391
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2021;1º;Grupo Secundário;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;4;4; 
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2021;2º;Demais bancos e financeiras;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;0;0;2;248335;4;248331
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2021;3º;Demais bancos e financeiras;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;0;3;249991;4;249987
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;5;8;263553;5;263549
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;284124;5;284120
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;3;5;13;304471;5;304467
;;;;;;;;;;;;;;;;;;;;;;;;11271860;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;5;2;12;334203;5;334198
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2021;1º;Top 10;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,77;30;91;50;171;10797493;208;10797426
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2021;2º;Top 10 - Bancos e Financeiras;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,45;26;78;57;161;10604729;15784;10597182
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2021;3º;Demais bancos e financeiras;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;22;102;52;176;10572319;286354;10523154
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,63;28;106;35;169;10613765;1109591;10456015
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,87;31;96;37;164;10786244;1470241;10558992
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5,11;56;132;51;239;10958007;2049904;10564513
;;;;;;;;;;;;;;;;;;;;;;;;09464032;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;4,06;33;86;30;149;8108375;2324607;7565452
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2021;1º;Grupo Secundário;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;11;22;0;33;91784;3074;89140
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2021;2º;Demais bancos e financeiras;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;13;51;0;64;94773;3107;92103
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2021;3º;Demais bancos e financeiras;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;5;29;0;34;99651;3135;96953
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;17;79;0;96;121786;3155;119057
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;3;41;1;45;198099;3202;195343
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;1;36;0;37;374760;3343;372062
;;;;;;;;;;;;;;;;;;;;;;;;74828799;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;0;21;2;23;544311;3669;541595
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2021;1º;Grupo Secundário;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;6;3;0;9;3843;0;3843
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2021;2º;Demais bancos e financeiras;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;28;9;2;39;1616; ;1616
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2021;3º;Demais bancos e financeiras;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;14.015,05;54;21;1;76;3853; ;3853
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;16.699,13;60;39;6;105;3593; ;3593
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;24;41;4;69;45080;44177;1328
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;23;48;3;74;45764;44153;2109
;;;;;;;;;;;;;;;;;;;;;;;;03311443;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;27;53;8;88;95648;93466;2897
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2021;1º;Grupo Secundário;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12,90;81;36;16;133;6279057;5846351;2878477
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2021;2º;Demais bancos e financeiras;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;17,46;115;50;27;192;6583040;6167980;2911088
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2021;3º;Demais bancos e financeiras;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12,79;87;59;22;168;6798337;6588214;2507474
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;13,18;95;41;17;153;7207087;7004578;2587911
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;10,57;82;38;10;130;7753628;7531149;2667685
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;13,10;117;65;30;212;8928230;8731610;2919755
;;;;;;;;;;;;;;;;;;;;;;;;43180355;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11,43;106;49;21;176;9273360;8999432;3045175
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2021;1º;Grupo Secundário;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;29;43;15;87;228987;3382;225607
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2021;2º;Demais bancos e financeiras;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;29;39;17;85;226210;3382;222831
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2021;3º;Demais bancos e financeiras;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;19;32;17;68;225158;1;225157
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;13;26;13;52;232901;1;232900
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;16;19;9;44;138135;2234;135902
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;286,17;34;31;19;84;118808;2234;116575
;;;;;;;;;;;;;;;;;;;;;;;;01800019;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;12;11;19;42;118063;2234;115830
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2021;1º;Grupo Secundário;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;6;31;22;59;4979229;45;4979205
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2021;2º;Demais bancos e financeiras;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;26;49;28;103;4814788;48;4814765
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2021;3º;Demais bancos e financeiras;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;10;39;21;70;4873514;51;4873489
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;12;56;18;86;5366646;58;5366622
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;10;48;24;82;5636382;841;5636356
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;18;67;43;128;5730050;14322;5729574
;;;;;;;;;;;;;;;;;;;;;;;;27351731;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;13;53;27;93;5561332;55482;5559674
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2021;1º;Grupo Secundário;Banco/financeira;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;0;2;29195;1250;27947
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2021;2º;Demais bancos e financeiras;Banco/financeira;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;2;4;29406;1253;28155
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2021;3º;Demais bancos e financeiras;Banco/financeira;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;29858;1259;28602
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;1;2;30369;1259;29113
